"HMP ID","GOLD ID","Organism Name","Domain","NCBI Superkingdom","HMP Isolation Body Site","Project Status","Current Finishing Level","NCBI Submission Status","NCBI Project ID","Genbank ID","Gene Count","IMG/HMP ID","HOMD ID","Sequencing Center","Funding Source","Strain Repository ID","",
"1545","Gi20185","Oscillibacter sp. KLE 1728","BACTERIAL","","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","173637","AWVN00000000","4274","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","BEI HM-1030",
"1546","Gi20186","Oscillibacter sp. KLE 1745","BACTERIAL","","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","173638","AWVO00000000","4293","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","BEI HM-1031",
"1547","Gi20187","Blautia sp. KLE 1732","BACTERIAL","","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","173639","AWSY00000000","3783","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","BEI HM-1032",
"1548","Gi20188","Clostridium sp. KLE 1755","BACTERIAL","","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","173640","AWST00000000","6959","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","BEI Processing",
"2017","","Uncultured Bacterium HMP2017","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2018","","Ruminococcus sp. HMP2018","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2019","","Ruminococcus sp. HMP2019","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2020","","Uncultured Bacterium HMP2020","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2021","","Eubacterium sp. HMP2021","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2022","","Clostridium sp. HMP2022","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2023","","Ruminococcus sp. HMP2023","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2024","","Uncultured Bacterium HMP2024","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2025","","Eubacterium sp. HMP2025","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2026","","Uncultured Bacterium HMP2026","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2027","","Eubacterium sp. HMP2027","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2028","","Uncultured Bacterium HMP2028","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2029","","Eubacterium sp. HMP2029","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2030","","Ruminococcus sp. HMP2030","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2031","","Coprococcus sp. HMP2031","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2032","","Ruminococcus sp. HMP2032","BACTERIAL","","gastrointestinal_tract","In Progress","N/A","0. project has not been submitted to NCBI","0","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2097","Gi0049295","Enterococcus faecalis 918","BACTERIAL","","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","205838","AVNY00000000","3546","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"2141","","Bacteroides uniformis KLE1607","","","gastrointestinal_tract","In Progress","N/A","4. sequence public on NCBI site","243490","","0","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","",
"565","Gi02814","Methanobrevibacter smithii DSM 2374","ARCHAEAL","Archaea","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","29303","ABYV00000000","1716","643886215","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 2374",
"566","Gi02576","Methanobrevibacter smithii DSM 2375","ARCHAEAL","Archaea","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","27821","ABYW00000000","1709","643886144","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 2375",
"18","Gi03417","Acinetobacter radioresistens SH164","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38345","ACPO00000000","2938","646206271","","Broad Institute","NIH-HMP Jumpstart Supplement","CCUG 57822",
"26","Gi03419","Acinetobacter junii SH205","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38341","ACPM00000000","3252","646206269","","Broad Institute","NIH-HMP Jumpstart Supplement","CCUG 57821",
"68","Gi02606","Alistipes sp. 10_1_37FAA","BACTERIAL","Bacteria","gastrointestinal_tract","In Progress","N/A","4. sequence public on NCBI site","41949","","0","0","","Broad Institute","NIH-NHGRI","BEI HM-55",
"69","Gi02070","Alistipes putredinis DSM 17216","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","19655","ABFK00000000","2742","641736205","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17216, CCUG 45780, CIP 104286, ATCC 29800, Carlier 10203, VPI 3293",
"71","Gi02608","Anaerococcus hydrogenalis DSM 7454","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30747","ABXA00000000","2069","642979323","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 7454, ATCC 49630, JCM 7635",
"79","Gi02071","Anaerofustis stercorihominis DSM 17244","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","19657","ABIL00000000","2331","641736193","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17244, ATCC BAA-858, CCUG 47767, CIP 108481, WAL 14563",
"81","Gi01713","Anaerostipes caccae DSM 14662","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18213","ABAX00000000","3748","641736227","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 14662",
"82","Gi02072","Anaerotruncus colihominis DSM 17241","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","19659","ABGD00000000","4427","641736271","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17241, CCUG 45055, CIP 107754, WAL 14565",
"83","Gi02613","Aneurinibacillus aneurinilyticus ATCC 12856","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38313","AWSJ00000000","6214","0","","Washington University Genome Sequencing Center","NIH-HMP Jumpstart Supplement","DSM 5562, ATCC 12856, CIP 104007, IAM 1077, IFO 15521, JCM 9024, NBRC 15521",
"101","Gi02635","Bacteroides sp. 2_1_16","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38347","ACPP00000000","4683","647533110","","Broad Institute","NIH-NHGRI","BEI HM-58",
"102","Gi02636","Bacteroides sp. 2_1_22","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38349","ACPQ00000000","4814","647533111","","Broad Institute","NIH-NHGRI","BEI HM-18",
"104","Gi02643","Bacteroides sp. 3_1_19","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","41951","ADCJ00000000","4328","648861002","","Broad Institute","NIH-NHGRI","BEI HM-19",
"109","Gi01709","Bacteroides caccae ATCC 43185","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18163","AAVM00000000","3855","640963023","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 43185",
"110","Gi01714","Bacteroides capillosus ATCC 29799","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18173","AAXG00000000","4833","640963014","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 29799",
"111","Gi03226","Bacteroides cellulosilyticus DSM 14838","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30027","ACCH00000000","5719","643886111","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 14838, CCUG 44979",
"113","Gi02355","Bacteroides coprocola DSM 17136","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","20521","ABIY00000000","4291","642791613","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17136, JCM 12979",
"114","Gi03325","Bacteroides coprophilus DSM 18228","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30371","ACBW00000000","3838","643886197","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 18228, JCM 18818",
"115","Gi02571","Bacteroides dorei DSM 17855","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","27831","ABWZ00000000","4966","642979370","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17855, JCM 13471",
"116","Gi02572","Bacteroides eggerthii DSM 20697","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","27827","ABVO00000000","3711","642979334","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 20697, ATCC 27754",
"117","Gi02573","Bacteroides finegoldii DSM 17565","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","27823","ABXI00000000","4485","642979319","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17565, JCM 13345",
"118","Gi02641","Bacteroides fragilis 3_1_12","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32433","ABZX00000000","4842","645058788","","Broad Institute","NIH-NHGRI","BEI HM-20",
"122","Gi02356","Bacteroides intestinalis DSM 17393","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","20523","ABJL00000000","4911","642791621","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17393, JCM 13265",
"123","Gi01711","Bacteroides ovatus ATCC 8483","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18191","AAXF00000000","5536","641380449","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 8483",
"124","Gi02617","Bacteroides pectinophilus ATCC 43243","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","27825","ABVQ00000000","3246","642979337","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 43243",
"126","Gi02574","Bacteroides plebeius DSM 17135","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","27829","ABQC00000000","3933","642979351","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17135",
"127","Gi02633","Bacteroides sp. 1_1_30","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","41955","ADCL00000000","5299","651324013","","Broad Institute","NIH-NHGRI","BEI HM-22",
"128","Gi02634","Bacteroides sp. 1_1_6","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32435","ACIC00000000","5429","646206272","","Broad Institute","NIH-NHGRI","BEI HM-23",
"129","Gi02638","Parabacteroides sp. 2_1_7","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32437","ABZY00000000","4290","645058782","","Broad Institute","NIH-NHGRI","",
"131","Gi02647","Bacteroides sp. 3_2_5","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32441","ACIB00000000","4131","646206273","","Broad Institute","NIH-NHGRI","BEI HM-67",
"133","Gi02650","Bacteroides sp. 9_1_42FAA","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32445","ACAA00000000","4532","646206263","","Broad Institute","NIH-NHGRI","BEI HM-27",
"134","Gi03451","Bacteroides sp. D1","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32447","ACAB00000000","4686","646206264","","Broad Institute","NIH-NHGRI","BEI HM-74",
"135","Gi03452","Bacteroides sp. D2","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32449","ACGA00000000","5200","645951811","","Broad Institute","NIH-NHGRI","BEI HM-28",
"139","Gi02147","Bacteroides stercoris ATCC 43183","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","19859","ABFZ00000000","3777","641736196","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 43183, CIP 104203T, JCM 9496",
"140","Gi01712","Bacteroides uniformis ATCC 8492","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18195","AAYH00000000","4663","641380447","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 8492",
"142","Gi01710","Parabacteroides merdae ATCC 43184","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18193","AAXE00000000","4384","640963016","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 43184",
"159","Gi01706","Bifidobacterium adolescentis L2-32","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18197","AAXD00000000","2428","640963015","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","BEI HM-633",
"160","Gi02652","Bifidobacterium angulatum DSM 20098","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","29261","ABYS00000000","1748","642979361","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 20098, ATCC 27535",
"162","Gi02657","Bifidobacterium bifidum NCIMB 41171","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30055","ABQP00000000","1889","643886040","","Broad Institute","NIH-NHGRI","NCIMB 41171",
"164","Gi02654","Bifidobacterium breve DSM 20213","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","29259","ACCG00000000","2263","643886102","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 20213, ATCC 15700, NCTC 11815",
"165","Gi02655","Bifidobacterium catenulatum DSM 16992","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30749","ABXY00000000","1950","642979312","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 16992, ATCC 27539, CIP 104175, DSM 20103",
"167","Gi02447","Bifidobacterium dentium ATCC 27678","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","20555","ABIX00000000","2430","641736189","HOMD: tax_588","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 27678",
"172","Gi02656","Bifidobacterium gallicum DSM 20093","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","30751","ABXB00000000","1918","642979324","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 20093, ATCC 49850, JCM 8224",
"173","Gi02659","Bifidobacterium longum subsp. infantis CCUG 52486","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30065","ABQQ00000000","2179","643886216","","Broad Institute","NIH-NHGRI","CCUG 52486",
"175","Gi03513","Bifidobacterium longum subsp. infantis ATCC 55813","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","31437","ACHI00000000","2109","643886140","","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","ATCC 55813",
"176","Gi02660","Bifidobacterium pseudocatenulatum DSM 20438","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","30373","ABXX00000000","2151","642979313","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 20438, ATCC 27919, LMG 10505, JCM 1200",
"178","Gi03626","Bilophila sp. 4_1_30","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","41961","ADCO00000000","4114","2513237322","","Broad Institute","NIH-NHGRI","BEI HM-31",
"179","Gi03514","Bilophila wadsworthia 3_1_6","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 5: Non-contiguous Finished","6. annotation (and sequence) public on NCBI site","41963","ADCP00000000","3786","649989917","","Broad Institute","NIH-NHGRI","BEI HM-32",
"186","Gi02527","Bryantella formatexigens DSM 14469","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","21051","ACCL00000000","4896","643886107","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 14469",
"190","Gi02667","Butyrivibrio crossotus DSM 2876","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","28999","ABWN00000000","2529","645951834","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 2876, ATCC 29175",
"199","Gi02148","Catenibacterium mitsuokai DSM 15897","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","19923","ACCK00000000","2977","643886110","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 15897, JCM 10609",
"202","Gi02672","Cetobacterium somerae ATCC BAA-474","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","210739","AXZF00000000","2975","0","","Washington University Genome Sequencing Center","NIH-HMP Jumpstart Supplement","ATCC BAA-474, CCUG 46254",
"210","Gi02675","Citrobacter youngae ATCC 29220","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","28665","ABWL00000000","5278","643886075","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 29220, CDC 1885/75",
"213","Gi02678","Clostridium asparagiforme DSM 15981","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","29263","ACCJ00000000","6818","643886112","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 15981, CCUG 48471",
"215","Gi01715","Clostridium bolteae ATCC BAA-613","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18165","ABCC00000000","7284","641380428","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC BAA-613",
"216","Gi02677","Clostridium celatum DSM 1785","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30375","AMEZ00000000","3453","2524023202","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","DSM 1785, ATCC 27791",
"219","Gi03537","Clostridium difficile NAP07","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","31439","ADVM00000000","3590","647000227","","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","BEI HM-88",
"220","Gi03538","Clostridium difficile NAP08","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","31441","ADNX00000000","3765","647000228","","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","BEI HM-89",
"221","Gi01718","Clostridium sp. L2-50","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18211","AAYW00000000","2949","641380448","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","BEI HM-634",
"223","Gi02679","Clostridium hathewayi DSM 13479","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30755","ACIO00000000","7572","645951835","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 13479, CCUG 43506",
"224","Gi02680","Clostridium hiranonis DSM 13275","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","28657","ABWP00000000","2271","642979371","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 13275, JCM 10541",
"225","Gi03361","Clostridium hylemonae DSM 15053","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","30369","ABYI00000000","3976","642979359","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 15053, JCM 10539, CIP 106689, CCUG 45367",
"226","Gi01720","Clostridium sp. SS2/1","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18201","ABGC00000000","3167","641736270","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","BEI Processing",
"227","Gi01921","Clostridium leptum DSM 753","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18923","ABCB00000000","3923","641380427","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 753, ATCC 29065",
